,carat,depth,table,price,x,y,z,y_val
12888,1.05,59.0,59.0,5370,6.68,6.71,3.95,1
39706,0.46,63.5,57.0,1089,4.85,4.91,3.1,0
933,0.9,65.0,61.0,2883,6.01,5.96,3.89,0
3286,0.91,62.7,58.0,3363,6.17,6.14,3.86,0
4560,0.93,60.8,62.0,3644,6.29,6.34,3.84,1
44241,0.51,62.4,58.0,1574,5.13,5.1,3.19,0
1239,0.73,61.4,56.0,2943,5.82,5.78,3.56,0
36685,0.43,61.1,57.0,951,4.88,4.9,2.99,0
4364,0.9,62.3,64.0,3605,6.1,6.13,3.81,1
8599,1.03,61.6,59.0,4441,6.49,6.46,3.99,1
1432,0.7,60.5,56.0,2973,5.74,5.79,3.49,0
8102,1.2,63.6,60.0,4346,6.72,6.67,4.26,1
24171,1.33,60.5,58.0,12342,7.15,7.1,4.31,3
40,0.33,61.2,56.0,403,4.49,4.5,2.75,0
32373,0.34,61.6,55.0,790,4.5,4.52,2.78,0
4775,1.03,60.4,56.0,3692,6.56,6.53,3.95,1
1644,1.03,60.8,57.0,3018,6.51,6.55,3.97,0
8880,1.02,62.0,56.0,4485,6.42,6.45,3.99,1
45624,0.55,60.6,56.0,1692,5.27,5.32,3.21,0
7715,0.32,61.5,55.0,580,4.39,4.43,2.71,0
50378,0.75,63.0,58.0,2250,5.81,5.77,3.62,0
13697,1.23,62.1,58.0,5600,6.82,6.86,4.25,1
12657,1.04,62.2,60.0,5300,6.48,6.44,4.02,1
40657,0.54,63.3,57.0,1154,5.15,5.22,3.28,0
3752,0.7,61.8,56.0,3454,5.7,5.72,3.53,0
45426,0.55,62.3,61.0,1669,5.16,5.21,3.23,0
29646,0.35,61.4,59.0,706,4.53,4.56,2.79,0
43907,0.25,64.2,55.0,512,3.98,4.0,2.56,0
6966,1.14,62.6,57.0,4150,6.71,6.65,4.18,1
21997,1.2,60.5,60.0,10064,6.98,6.87,4.19,2
32516,0.4,63.9,53.0,798,4.71,4.68,3.0,0
13491,1.01,63.2,64.0,5538,6.34,6.28,3.99,1
27696,0.41,61.5,55.0,648,4.76,4.8,2.94,0
32383,0.3,62.3,56.0,790,4.31,4.29,2.68,0
8814,1.02,61.6,56.0,4476,6.51,6.55,4.02,1
40124,0.41,60.1,58.0,1115,4.79,4.83,2.89,0
35130,0.45,62.0,54.0,888,4.92,4.95,3.06,0
29344,0.31,59.9,59.0,698,4.4,4.38,2.63,0
41064,0.4,62.9,56.0,1191,4.67,4.71,2.95,0
39242,0.42,62.0,58.0,1068,4.79,4.82,2.98,0
42720,0.54,61.1,60.0,1340,5.24,5.2,3.19,0
21918,1.5,62.9,55.0,9996,7.28,7.26,4.57,2
20876,1.18,61.1,57.0,9095,6.78,6.84,4.16,2
6073,1.09,61.6,61.0,3968,6.64,6.57,4.07,1
47448,0.53,62.3,56.0,1857,5.14,5.17,3.21,0
5318,1.08,62.7,57.0,3805,6.57,6.53,4.11,1
6985,1.01,63.5,58.0,4154,6.39,6.34,4.04,1
36257,0.34,62.9,56.0,935,4.45,4.48,2.81,0
50668,0.31,59.6,57.0,544,4.4,4.43,2.63,0
29275,0.31,62.1,58.0,698,4.33,4.3,2.68,0
26490,2.01,66.9,57.0,16086,7.87,7.76,5.23,4
44435,0.54,61.8,57.0,1590,5.23,5.26,3.24,0
37056,0.43,62.2,57.0,968,4.84,4.81,3.0,0
50660,0.3,62.9,58.0,544,4.27,4.31,2.7,0
13389,0.35,62.1,57.0,601,4.47,4.49,2.78,0
49172,0.7,62.2,58.0,2074,5.69,5.72,3.55,0
5389,0.3,59.5,63.0,574,4.32,4.29,2.56,0
34606,0.27,60.4,59.0,470,4.15,4.2,2.52,0
49162,0.75,61.1,57.0,2070,5.88,5.84,3.58,0
17517,1.04,61.1,59.0,7047,6.54,6.56,4.0,1
47543,0.47,61.2,56.0,1872,5.01,5.05,3.08,0
29245,0.34,63.8,56.0,696,4.44,4.49,2.85,0
33152,0.31,61.7,57.0,816,4.34,4.38,2.69,0
25917,2.08,61.5,57.0,15065,8.26,8.2,5.06,4
1195,0.75,57.6,56.0,2933,5.98,6.07,3.47,0
34337,0.3,61.2,57.0,862,4.32,4.34,2.65,0
36305,0.32,61.9,56.0,936,4.41,4.38,2.72,0
28935,0.3,62.2,59.0,684,4.28,4.31,2.67,0
43108,0.54,61.3,55.0,1385,5.23,5.27,3.22,0
2853,0.73,60.2,56.0,3273,5.86,5.9,3.54,0
6950,1.0,62.8,57.0,4144,6.39,6.35,4.0,1
47372,0.54,61.9,54.0,1847,5.25,5.28,3.26,0
24052,0.31,60.9,57.0,635,4.39,4.44,2.69,0
28785,0.37,62.2,58.0,681,4.58,4.62,2.86,0
714,1.0,67.8,61.0,2856,5.96,5.9,4.02,0
46829,0.58,60.6,56.0,1809,5.43,5.47,3.3,0
1693,0.7,63.9,58.0,3033,5.62,5.58,3.58,0
16253,1.01,63.4,55.0,6501,6.38,6.42,4.06,1
22905,1.51,61.5,54.0,10947,7.35,7.42,4.54,2
8207,0.9,62.5,53.0,4369,6.17,6.22,3.87,1
38191,0.41,62.2,57.0,1015,4.76,4.7,2.94,0
24094,1.61,62.5,58.0,12242,7.57,7.46,4.7,3
26106,2.01,62.2,61.0,15371,7.94,8.01,4.96,4
1029,0.62,62.0,56.0,2904,5.48,5.52,3.41,0
40742,0.36,61.7,55.0,1163,4.58,4.6,2.83,0
51539,0.71,61.7,58.0,2386,5.74,5.71,3.53,0
33127,0.31,61.7,56.0,816,4.33,4.36,2.68,0
27030,0.32,61.7,55.0,645,4.39,4.43,2.72,0
34754,0.41,60.9,60.0,876,4.83,4.79,2.93,0
2259,0.9,63.9,60.0,3153,6.07,6.11,3.89,0
25692,0.32,60.0,56.0,644,4.5,4.53,2.71,0
24683,2.0,60.8,62.0,13043,8.09,8.12,4.93,3
47642,0.23,62.4,58.0,530,3.91,3.97,2.46,0
43687,0.5,63.3,58.0,1436,4.98,5.03,3.17,0
18928,1.06,61.1,57.0,7776,6.6,6.57,4.03,2
25872,1.8,62.3,56.0,14968,7.76,7.79,4.84,4
37986,0.39,62.1,54.7,1008,4.64,4.72,2.91,0
52144,0.62,61.9,55.0,2469,5.5,5.52,3.41,0
53205,0.71,59.8,61.0,2633,5.81,5.79,3.47,0
45572,0.52,61.1,55.0,1689,5.2,5.27,3.2,0
20638,1.51,62.9,58.0,8930,7.33,7.21,4.57,2
14633,1.08,59.6,60.0,5908,6.73,6.66,3.99,1
2059,0.32,60.3,57.0,561,4.43,4.46,2.68,0
43297,0.59,61.8,55.0,1401,5.41,5.43,3.35,0
49447,0.7,62.5,55.0,2110,5.7,5.73,3.57,0
50714,0.53,60.3,56.0,2293,5.29,5.33,3.2,0
41517,0.44,62.3,55.0,1235,4.84,4.88,3.03,0
48332,0.62,62.2,55.0,1959,5.45,5.51,3.41,0
13008,1.21,63.8,64.0,5407,6.72,6.63,4.26,1
22111,1.24,61.5,54.0,10138,6.93,6.89,4.25,2
21642,1.34,59.7,60.0,9735,7.19,7.22,4.3,2
31586,0.35,59.2,58.0,767,4.59,4.63,2.73,0
48292,0.54,60.6,56.0,1957,5.28,5.31,3.21,0
28380,0.33,59.5,60.0,668,4.54,4.5,2.69,0
42114,0.54,62.4,57.7,1278,5.19,5.2,3.25,0
42890,0.51,62.0,58.0,1359,5.12,5.08,3.16,0
20546,1.52,63.2,58.0,8868,7.25,7.31,4.6,2
45679,0.5,61.3,55.0,1695,5.13,5.15,3.15,0
6873,1.01,61.7,56.0,4129,6.47,6.43,3.98,1
15099,1.06,62.2,55.0,6069,6.51,6.55,4.06,1
46280,0.56,61.0,58.0,1755,5.29,5.34,3.24,0
25538,1.5,63.1,62.0,14361,7.25,7.23,4.57,4
48219,0.57,62.0,55.0,1949,5.35,5.29,3.3,0
11194,1.0,62.2,57.0,4956,6.45,6.38,3.99,1
27571,2.01,61.7,56.0,18394,8.12,8.16,5.02,4
36901,0.37,61.3,55.0,960,4.62,4.65,2.84,0
768,0.71,60.4,62.0,2858,5.74,5.72,3.46,0
47579,0.6,61.9,55.0,1875,5.43,5.46,3.37,0
10220,1.01,62.7,58.0,4743,6.36,6.34,3.98,1
10056,0.27,62.4,55.0,591,4.18,4.22,2.62,0
50625,0.3,62.0,54.0,401,4.33,4.35,2.69,0
20165,1.01,62.8,57.0,8621,6.39,6.42,4.02,2
44954,0.51,62.7,56.0,1636,5.1,5.14,3.21,0
28219,0.33,60.3,59.0,666,4.44,4.52,2.7,0
16798,1.06,61.8,60.0,6698,6.52,6.49,4.02,1
13116,1.21,60.3,58.0,5430,6.9,6.96,4.18,1
13916,1.19,62.1,59.0,5664,6.84,6.78,4.23,1
2239,0.78,62.1,58.0,3146,5.86,5.9,3.65,0
53766,0.7,62.5,56.0,2726,5.7,5.73,3.57,0
38924,0.51,60.8,59.0,1052,5.2,5.19,3.16,0
42202,0.4,59.2,64.0,1287,4.8,4.83,2.85,0
32579,0.36,61.6,56.0,801,4.59,4.6,2.83,0
52726,0.71,62.2,54.0,2557,5.71,5.75,3.56,0
30878,0.33,60.9,58.0,743,4.5,4.46,2.73,0
36152,0.33,62.4,55.0,928,4.42,4.4,2.75,0
33056,0.3,61.7,58.0,814,4.26,4.3,2.64,0
34523,0.33,61.2,60.0,868,4.42,4.44,2.71,0
42447,0.53,60.9,57.0,1315,5.23,5.21,3.18,0
47743,0.59,61.3,56.0,1891,5.41,5.43,3.32,0
50499,0.7,61.4,56.0,2270,5.72,5.75,3.52,0
38274,0.21,60.5,59.0,386,3.87,3.83,2.33,0
28071,0.43,58.8,61.0,661,4.92,4.94,2.9,0
41376,0.5,61.6,54.0,1220,5.11,5.14,3.16,0
52218,0.81,61.7,57.0,2482,5.99,5.94,3.68,0
37703,0.41,59.2,58.0,995,4.83,4.87,2.87,0
26503,1.7,60.9,60.0,16123,7.71,7.68,4.69,4
26005,2.56,63.6,62.0,15231,8.62,8.57,5.47,4
21006,1.51,62.3,56.0,9218,7.29,7.34,4.56,2
51070,0.71,61.1,57.0,2333,5.71,5.74,3.5,0
42747,0.51,61.3,59.0,1343,5.11,5.17,3.15,0
8356,1.02,70.6,57.0,4398,6.08,6.01,4.27,1
27408,2.16,62.5,54.2,18001,8.23,8.27,5.16,4
8824,1.03,61.8,60.0,4478,6.42,6.45,3.98,1
14435,1.13,61.8,56.0,5829,6.68,6.74,4.15,1
22178,1.55,59.7,66.0,10217,7.59,7.47,4.49,2
46718,0.51,63.1,58.0,1793,5.13,5.08,3.22,0
19275,1.57,60.2,60.0,8001,7.49,7.43,4.49,2
27945,0.25,61.7,57.0,431,4.04,4.07,2.5,0
49684,0.72,61.8,56.0,2144,5.79,5.73,3.56,0
18054,0.3,62.5,56.0,615,4.26,4.28,2.67,0
50150,0.71,64.3,56.0,2215,5.64,5.59,3.61,0
26038,0.32,61.6,55.0,645,4.42,4.44,2.73,0
41612,0.27,62.0,56.0,504,4.14,4.17,2.57,0
9487,1.01,62.7,58.0,4606,6.31,6.39,3.98,1
21036,0.31,63.3,56.0,625,4.29,4.33,2.73,0
45412,0.51,61.7,56.0,1668,5.1,5.2,3.18,0
41813,0.54,63.4,56.0,1250,5.18,5.14,3.27,0
27149,1.97,62.9,59.0,17377,7.9,8.01,5.0,4
4451,0.9,61.9,56.0,3619,6.18,6.23,3.84,1
52504,0.72,61.4,55.0,2526,5.78,5.8,3.56,0
27885,0.3,62.5,53.0,655,4.31,4.33,2.7,0
35018,0.4,62.9,59.0,882,4.72,4.69,2.96,0
37728,0.3,61.9,57.0,995,4.32,4.3,2.67,0
30333,0.33,60.9,56.0,727,4.46,4.5,2.73,0
1064,0.31,60.1,57.0,558,4.44,4.41,2.66,0
53627,0.3,61.3,60.0,552,4.26,4.32,2.63,0
20911,1.52,61.9,56.0,9124,7.37,7.42,4.58,2
50607,0.7,60.4,58.0,2285,5.82,5.77,3.5,0
42380,0.71,61.8,54.0,1305,5.74,5.7,3.53,0
9539,0.8,62.4,56.0,4619,5.94,5.98,3.72,1
35229,0.34,62.7,56.0,893,4.51,4.48,2.82,0
18970,1.13,61.0,56.4,7808,6.7,6.75,4.1,2
48259,1.0,67.3,57.0,1954,6.26,6.12,4.18,0
44641,0.24,60.6,59.0,521,4.0,4.02,2.43,0
42584,0.45,62.3,56.0,1330,4.88,4.91,3.05,0
37624,0.44,61.9,59.0,990,4.87,4.82,3.0,0
12373,0.4,62.8,55.0,597,4.7,4.73,2.96,0
46263,0.57,62.4,56.0,1754,5.29,5.32,3.31,0
37642,0.48,61.9,58.0,990,5.04,5.01,3.11,0
35588,0.4,62.9,58.0,907,4.74,4.71,2.97,0
29418,0.38,61.3,60.0,700,4.62,4.65,2.84,0
8948,1.19,62.6,58.0,4498,6.82,6.69,4.23,1
25492,2.01,62.4,58.0,14279,8.08,8.05,5.03,4
29596,0.35,62.6,54.0,706,4.52,4.56,2.84,0
29336,0.31,64.0,59.0,698,4.28,4.25,2.73,0
52847,0.61,61.7,55.0,2575,5.44,5.49,3.37,0
24243,2.08,59.7,59.0,12454,8.38,8.29,4.98,3
6989,0.9,61.3,59.0,4155,6.19,6.24,3.81,1
16031,0.3,61.7,58.0,608,4.32,4.27,2.65,0
43710,0.51,61.1,56.0,1437,5.16,5.18,3.16,0
19241,1.15,62.9,54.0,7978,6.72,6.69,4.22,2
53197,0.7,62.1,57.0,2633,5.68,5.73,3.54,0
49553,0.77,61.3,58.0,2129,5.94,5.88,3.62,0
9717,0.3,62.1,54.0,590,4.32,4.35,2.69,0
11530,1.0,57.6,57.0,5027,6.56,6.52,3.77,1
28990,0.34,59.2,60.0,686,4.56,4.6,2.71,0
4517,1.0,64.0,59.0,3634,6.29,6.24,4.01,1
241,1.01,64.5,58.0,2788,6.29,6.21,4.03,0
20970,0.9,62.4,54.0,9182,6.17,6.21,3.86,2
30159,0.4,63.0,57.0,720,4.66,4.7,2.95,0
40562,0.41,61.0,61.0,1151,4.72,4.75,2.89,0
2629,0.65,61.4,60.0,3228,5.54,5.57,3.41,0
41511,0.44,60.9,59.0,1235,4.9,4.96,3.0,0
30269,0.3,60.2,62.0,725,4.31,4.3,2.59,0
16270,1.29,61.7,54.0,6509,7.08,6.99,4.34,1
19643,1.77,63.4,60.0,8257,7.65,7.61,4.84,2
387,0.7,59.5,58.0,2812,5.75,5.85,3.45,0
37793,0.38,61.6,56.0,1000,4.62,4.66,2.86,0
2010,0.66,61.6,57.0,3103,5.57,5.64,3.45,0
31074,0.3,63.7,59.0,752,4.17,4.24,2.68,0
31821,0.41,59.0,58.0,775,4.89,4.87,2.88,0
42396,0.61,60.8,57.0,1308,5.48,5.4,3.31,0
52891,0.55,61.2,57.0,2585,5.27,5.29,3.23,0
14886,1.28,61.4,57.0,5995,6.99,6.96,4.28,1
11968,1.05,60.2,62.0,5139,6.57,6.52,3.94,1
18042,0.35,59.7,60.0,614,4.53,4.58,2.72,0
15672,1.04,59.4,58.0,6286,6.63,6.67,3.95,1
7201,1.04,64.1,57.0,4190,6.35,6.38,4.08,1
42025,0.53,62.5,55.0,1267,5.12,5.24,3.24,0
6800,0.98,62.9,57.0,4116,6.33,6.29,3.97,1
13587,1.21,62.8,60.0,5558,6.7,6.77,4.23,1
29447,0.34,61.2,56.0,702,4.51,4.54,2.77,0
23968,1.51,60.8,54.0,12100,7.45,7.43,4.52,3
14740,1.01,61.7,56.0,5936,6.45,6.47,3.98,1
35885,0.32,61.7,56.0,918,4.39,4.42,2.72,0
15757,1.5,61.5,65.0,6300,7.21,7.17,4.42,1
4666,1.13,60.6,57.0,3670,6.79,6.77,4.11,1
35723,0.3,61.5,55.0,911,4.35,4.3,2.66,0
38347,0.48,59.6,59.0,1020,5.13,5.11,3.05,0
19199,1.0,62.7,57.0,7950,6.32,6.37,3.98,2
40380,0.3,60.7,56.0,1131,4.35,4.38,2.65,0
33779,0.32,62.9,59.0,842,4.39,4.36,2.75,0
24315,1.64,60.6,57.0,12561,7.71,7.67,4.66,3
11218,0.93,62.1,59.0,4961,6.24,6.28,3.89,1
8958,0.91,63.1,59.0,4502,6.14,6.19,3.89,1
45692,0.51,61.8,55.0,1697,5.15,5.18,3.19,0
16611,1.03,62.2,55.0,6638,6.43,6.49,4.03,1
33850,0.3,61.4,56.0,844,4.37,4.33,2.67,0
10949,1.03,60.9,57.0,4900,6.54,6.5,3.97,1
49812,0.71,59.9,65.0,2165,5.71,5.74,3.43,0
50867,0.71,61.1,57.0,2313,5.71,5.75,3.5,0
11079,1.02,61.9,57.0,4924,6.4,6.46,3.98,1
6773,0.91,62.9,55.0,4109,6.23,6.13,3.89,1
22003,1.31,61.5,57.0,10071,7.06,7.02,4.33,2
7408,0.33,60.0,58.0,579,4.47,4.49,2.69,0
21677,2.01,61.4,63.0,9781,8.19,7.96,4.96,2
38181,0.41,59.6,59.0,1015,4.85,4.82,2.88,0
30505,0.31,62.4,56.0,732,4.35,4.31,2.7,0
26716,0.32,62.9,57.0,645,4.37,4.4,2.76,0
30300,0.3,62.0,60.0,725,4.31,4.27,2.66,0
35035,0.42,62.7,55.0,882,4.79,4.78,3.0,0
726,0.34,63.4,55.0,556,4.44,4.46,2.82,0
12366,0.26,62.0,59.0,597,4.08,4.15,2.55,0
49803,0.52,61.5,56.0,2164,5.21,5.16,3.19,0
27803,0.37,61.2,60.0,649,4.58,4.63,2.82,0
32698,0.31,61.9,54.0,802,4.38,4.35,2.7,0
8457,1.03,63.5,56.0,4413,6.37,6.33,4.03,1
23201,2.04,60.9,59.0,11209,8.25,8.21,5.01,3
30242,0.33,61.2,56.0,723,4.46,4.49,2.74,0
51762,0.53,61.7,57.0,2407,5.17,5.21,3.2,0
22474,1.01,59.8,57.0,10499,6.49,6.58,3.91,2
34635,0.31,61.9,55.0,872,4.39,4.36,2.71,0
22016,1.5,59.5,55.0,10080,7.51,7.47,4.46,2
1932,0.81,62.9,59.0,3084,5.95,5.84,3.71,0
44622,0.57,61.8,57.0,1608,5.3,5.32,3.28,0
14832,1.07,61.6,60.0,5974,6.56,6.53,4.03,1
25424,1.51,62.5,58.0,14165,7.21,7.36,4.55,4
51745,0.63,59.3,62.0,2404,5.66,5.7,3.37,0
33366,0.41,61.4,55.0,827,4.75,4.8,2.93,0
12059,0.26,63.0,58.0,597,4.08,4.11,2.58,0
26277,2.04,62.7,56.0,15760,8.12,8.06,5.07,4
8794,1.21,61.8,59.0,4472,6.82,6.77,4.2,1
29542,0.4,65.1,59.0,704,4.58,4.63,3.0,0
38730,0.4,62.4,54.0,1043,4.74,4.78,2.97,0
47510,0.59,61.2,58.0,1866,5.38,5.41,3.3,0
34832,0.3,63.3,59.0,878,4.28,4.22,2.69,0
33567,0.43,61.5,56.0,830,4.82,4.87,2.98,0
33222,0.39,61.5,59.0,821,4.67,4.7,2.88,0
37674,0.42,62.3,57.0,992,4.8,4.76,2.98,0
43041,0.5,63.5,61.0,1374,5.03,4.98,3.18,0
28128,0.29,62.7,58.0,664,4.22,4.26,2.66,0
21210,1.0,61.9,57.0,9354,6.47,6.42,3.99,2
45456,0.5,61.9,55.0,1675,5.08,5.13,3.16,0
9787,1.01,62.2,54.0,4666,6.39,6.43,3.99,1
19738,1.09,60.3,57.0,8305,6.68,6.73,4.04,2
49896,0.59,60.8,57.0,2177,5.42,5.37,3.28,0
31765,0.35,61.1,55.0,773,4.56,4.58,2.79,0
11664,1.12,59.6,57.0,5055,6.82,6.77,4.05,1
18320,1.0,59.5,61.0,7453,6.42,6.46,3.83,2
53515,0.8,65.3,58.0,2686,5.78,5.73,3.76,0
443,0.96,53.1,63.0,2815,6.73,6.65,3.55,0
30252,0.34,59.6,60.0,724,4.54,4.59,2.72,0
12646,1.01,61.3,56.0,5294,6.49,6.44,3.96,1
16468,1.02,61.6,60.0,6580,6.51,6.42,3.98,1
28378,0.33,60.4,60.0,668,4.52,4.48,2.72,0
1519,0.72,61.1,56.0,2997,5.78,5.8,3.54,0
5109,0.72,61.4,56.0,3759,5.75,5.79,3.54,1
4296,0.73,61.2,56.0,3589,5.82,5.85,3.57,1
12640,1.06,60.1,58.0,5293,6.6,6.64,3.98,1
44104,0.55,62.4,56.0,1556,5.25,5.23,3.27,0
4162,0.92,62.5,59.0,3550,6.24,6.2,3.89,1
21068,1.26,61.6,56.0,9243,7.03,6.96,4.31,2
29316,0.31,62.6,55.0,698,4.38,4.34,2.73,0
16638,1.1,60.2,58.0,6653,6.75,6.71,4.05,1
43549,0.52,61.6,58.0,1429,5.14,5.22,3.19,0
731,0.31,61.3,56.0,557,4.36,4.38,2.68,0
4933,0.91,65.2,57.0,3730,6.08,6.04,3.95,1
39919,0.41,61.9,59.0,1105,4.75,4.78,2.95,0
2349,0.7,62.7,54.0,3172,5.65,5.7,3.65,0
8043,0.38,60.5,58.0,581,4.67,4.72,2.84,0
10795,1.15,62.5,55.0,4861,6.72,6.68,4.19,1
53000,0.7,61.4,57.0,2596,5.69,5.67,3.49,0
49534,0.59,62.7,56.0,2125,5.33,5.36,3.35,0
48001,0.52,61.3,56.0,1919,5.2,5.15,3.17,0
15981,1.02,60.4,58.0,6397,6.51,6.47,3.92,1
32056,0.28,61.7,57.0,780,4.23,4.2,2.6,0
50959,0.51,61.4,60.0,2323,5.11,5.05,3.12,0
12168,1.18,62.5,60.0,5181,6.74,6.7,4.2,1
8115,1.01,62.1,57.0,4350,6.48,6.44,4.01,1
42269,0.48,60.1,59.0,1294,5.12,5.1,3.07,0
45225,0.54,60.0,61.0,1657,5.31,5.26,3.17,0
38159,0.34,62.0,56.0,1014,4.48,4.52,2.79,0
43949,0.31,61.1,55.0,516,4.36,4.41,2.68,0
29754,0.3,62.6,59.0,709,4.27,4.23,2.66,0
22208,1.21,60.6,56.0,10256,6.9,6.89,4.18,2
11289,1.01,62.9,57.0,4977,6.34,6.37,4.0,1
34910,0.34,63.1,57.0,880,4.45,4.4,2.79,0
465,1.0,61.3,60.0,2818,6.43,6.39,3.93,0
19964,1.59,60.1,60.0,8515,7.56,7.59,4.55,2
26498,1.52,62.4,55.0,16104,7.39,7.3,4.58,4
28441,0.43,59.9,57.0,671,4.88,4.94,2.94,0
31412,0.3,62.3,54.0,764,4.32,4.35,2.7,0
18599,1.01,61.5,57.0,7589,6.44,6.47,3.97,2
32283,0.26,60.7,59.0,453,4.09,4.12,2.49,0
10035,0.24,62.6,58.0,417,3.99,4.03,2.51,0
18872,1.02,61.3,58.0,7740,6.46,6.52,3.98,2
28234,0.33,61.8,56.0,666,4.42,4.45,2.74,0
8124,0.9,64.8,54.0,4353,6.12,6.07,3.95,1
1026,0.79,63.0,54.0,2904,5.91,5.94,3.73,0
22890,1.57,60.5,61.0,10930,7.6,7.51,4.57,2
18746,1.52,60.2,57.0,7661,7.47,7.38,4.47,2
2269,0.77,61.7,55.0,3154,5.87,5.9,3.63,0
3034,0.41,64.0,59.0,565,4.64,4.71,2.99,0
2655,1.05,60.6,57.0,3234,6.59,6.55,3.98,0
46467,0.53,60.2,56.0,1775,5.22,5.28,3.16,0
41784,0.54,61.0,57.0,1248,5.22,5.27,3.2,0
38636,0.31,63.0,57.0,489,4.32,4.34,2.73,0
41956,0.23,61.2,60.0,505,3.97,4.0,2.44,0
16268,1.21,62.5,57.0,6505,6.79,6.71,4.22,1
19000,1.0,62.2,61.0,7822,6.41,6.38,3.98,2
17335,1.01,62.6,59.0,6956,6.35,6.39,3.99,1
26369,0.32,62.4,54.0,645,4.38,4.4,2.74,0
21679,1.16,61.9,55.0,9781,6.75,6.78,4.19,2
33882,0.3,61.9,59.0,844,4.33,4.29,2.67,0
6547,1.01,63.7,55.0,4072,6.37,6.32,4.04,1
20511,1.11,63.1,57.0,8843,6.55,6.6,4.15,2
31085,0.33,60.6,58.0,752,4.47,4.5,2.72,0
42984,0.41,61.3,55.0,1367,4.76,4.8,2.93,0
15936,1.05,62.9,57.0,6373,6.39,6.51,4.06,1
44182,0.56,60.0,58.0,1568,5.42,5.38,3.24,0
47865,0.52,61.2,59.0,1911,5.14,5.16,3.15,0
15321,1.04,58.9,64.0,6151,6.6,6.64,3.9,1
12912,1.13,62.0,58.0,5376,6.68,6.64,4.13,1
19189,1.42,61.7,56.0,7942,7.22,7.27,4.47,2
16111,1.21,62.9,58.0,6440,6.79,6.78,4.27,1
17030,0.97,60.4,57.0,6801,6.4,6.48,3.89,1
27760,0.32,60.5,59.0,648,4.43,4.39,2.67,0
11681,1.11,62.6,57.0,5061,6.64,6.59,4.14,1
52253,0.72,62.5,60.0,2488,5.69,5.73,3.57,0
48054,0.62,60.8,59.0,1927,5.48,5.5,3.34,0
47066,0.52,62.6,56.0,1822,5.11,5.14,3.21,0
37798,0.35,61.7,54.0,1000,4.56,4.58,2.82,0
51000,0.73,61.6,62.0,2326,5.71,5.76,3.53,0
27634,2.4,62.0,55.0,18541,8.6,8.57,5.32,4
31003,0.41,64.3,54.0,748,4.72,4.68,3.02,0
28098,0.31,63.2,56.0,663,4.31,4.27,2.71,0
50255,0.71,63.0,54.0,2235,5.73,5.69,3.6,0
43761,0.41,61.9,56.0,1439,4.78,4.81,2.97,0
27354,2.57,58.9,58.0,17924,8.99,8.94,5.28,4
19101,1.2,62.1,57.0,7869,6.77,6.82,4.22,2
11060,0.34,60.9,56.0,596,4.53,4.56,2.76,0
16021,0.3,59.8,60.0,608,4.36,4.34,2.6,0
15951,1.14,57.5,67.0,6381,0.0,0.0,0.0,1
37194,0.46,62.3,56.0,974,4.96,4.93,3.08,0
24210,2.14,61.9,57.0,12400,8.34,8.28,5.14,3
6319,1.01,61.3,62.0,4028,6.44,6.48,3.96,1
13212,1.16,60.4,59.0,5457,6.89,6.82,4.14,1
31657,0.32,61.4,56.0,768,4.45,4.41,2.72,0
36641,0.39,62.2,55.0,948,4.67,4.7,2.91,0
12158,1.3,61.5,58.0,5176,7.02,6.97,4.3,1
29524,0.38,61.7,55.4,703,4.67,4.7,2.89,0
47554,0.53,61.8,60.0,1874,5.13,5.22,3.2,0
47499,0.47,62.4,57.0,1865,4.97,5.0,3.11,0
53295,0.3,61.4,55.0,552,4.29,4.34,2.65,0
4638,0.85,60.3,57.0,3669,6.09,6.22,3.71,1
3243,0.71,62.4,57.0,3354,5.67,5.71,3.55,0
10816,1.05,62.7,54.0,4866,6.5,6.54,4.09,1
49084,0.6,62.8,57.0,2061,5.37,5.39,3.38,0
6998,1.0,62.9,59.0,4155,6.39,6.3,3.99,1
30598,0.31,61.4,57.0,734,4.32,4.37,2.67,0
43527,0.62,63.4,56.0,1426,5.4,5.45,3.44,0
18167,1.03,62.2,57.0,7365,6.51,6.47,4.04,2
34121,0.39,62.2,54.3,853,4.66,4.69,2.91,0
20714,0.31,61.9,54.0,625,4.35,4.38,2.7,0
2283,0.77,58.6,59.0,3160,6.0,6.04,3.53,0
53267,0.7,62.2,59.0,2648,5.68,5.64,3.52,0
26081,2.0,60.7,60.0,15312,8.07,8.11,4.91,4
38112,0.3,60.4,60.0,1013,4.34,4.3,2.61,0
43925,0.26,62.7,53.0,514,4.09,4.11,2.57,0
26817,2.24,61.7,58.0,16709,8.43,8.37,5.18,4
52819,0.72,59.9,57.0,2573,5.85,5.9,3.52,0
47306,0.26,62.4,57.0,397,4.09,4.12,2.56,0
48281,0.53,61.4,56.0,1956,5.23,5.2,3.2,0
5211,0.72,60.9,56.0,3780,5.83,5.77,3.53,1
32891,0.36,61.4,57.0,810,4.59,4.56,2.81,0
42854,0.41,61.2,62.0,1356,4.82,4.78,2.94,0
9234,1.14,63.0,57.0,4558,6.7,6.64,4.2,1
21663,1.5,60.8,61.0,9761,7.39,7.35,4.48,2
39512,0.32,62.3,56.0,1080,4.4,4.37,2.73,0
44656,0.35,60.3,60.0,522,4.57,4.59,2.76,0
23535,1.51,60.2,60.0,11540,7.35,7.33,4.42,3
