,carat,depth,table,price,x,y,z,y_train
13904,1.07,60.0,60.0,5661,6.57,6.59,3.95,1
42029,0.38,61.9,58.0,1267,4.62,4.66,2.87,0
23807,1.35,60.2,59.0,11868,7.2,7.16,4.32,3
7223,0.91,58.3,59.0,4193,6.35,6.47,3.74,1
48271,0.53,61.5,58.0,1956,5.24,5.2,3.21,0
38153,0.25,54.4,64.0,1013,4.3,4.23,2.32,0
15739,1.01,60.6,58.0,6295,6.44,6.5,3.92,1
34400,0.34,61.9,53.0,863,4.5,4.52,2.79,0
6003,1.01,62.7,59.0,3959,6.43,6.36,4.01,1
20511,1.11,63.1,57.0,8843,6.55,6.6,4.15,2
6588,0.97,62.3,56.0,4078,6.28,6.33,3.93,1
34782,0.4,62.3,57.0,877,4.71,4.73,2.94,0
14364,1.02,63.6,57.0,5816,6.38,6.41,4.07,1
17360,1.01,60.9,59.0,6968,6.59,6.54,4.0,1
15529,1.12,61.8,55.0,6222,6.7,6.64,4.12,1
13365,0.24,63.0,58.0,419,3.92,3.95,2.48,0
509,0.7,61.4,54.0,2822,5.75,5.71,3.52,0
36131,0.33,62.3,56.0,928,4.47,4.46,2.78,0
44566,0.52,63.3,58.0,1605,5.15,5.12,3.25,0
1607,0.75,61.9,56.0,3011,5.81,5.85,3.61,0
34090,0.41,58.8,62.0,852,4.87,4.85,2.86,0
42516,0.41,61.2,56.0,1323,4.78,4.82,2.94,0
12506,0.91,62.0,58.0,5259,6.15,6.2,3.83,1
3972,0.73,61.1,57.0,3509,5.85,5.81,3.56,0
50450,0.7,61.1,59.0,2264,5.68,5.78,3.5,0
33126,0.31,63.5,57.0,816,4.3,4.33,2.74,0
2204,1.02,62.5,60.0,3141,6.39,6.41,4.0,0
30776,0.4,62.5,54.0,741,4.74,4.77,2.97,0
50597,0.5,61.8,53.0,2283,5.13,5.18,3.19,0
34517,0.33,62.0,56.0,868,4.45,4.48,2.77,0
32683,0.31,62.4,58.0,802,4.34,4.31,2.7,0
46713,0.6,64.3,57.0,1793,5.31,5.38,3.43,0
33607,0.31,62.3,56.0,462,4.35,4.38,2.72,0
22641,1.51,62.4,62.0,10688,7.25,7.12,4.48,2
52501,0.71,60.9,55.0,2525,5.8,5.81,3.53,0
4049,1.03,65.2,56.0,3530,6.42,6.35,4.16,0
42887,0.32,61.4,56.0,1359,4.38,4.42,2.7,0
44604,0.53,61.8,56.0,1607,5.21,5.18,3.21,0
20227,1.02,62.0,56.0,8658,6.46,6.5,4.02,2
48390,0.5,62.7,57.0,1966,5.07,5.1,3.19,0
21378,0.34,59.6,61.0,626,4.5,4.53,2.69,0
5087,1.0,61.0,59.0,3752,6.4,6.33,3.89,1
15490,1.04,62.3,54.0,6206,6.55,6.49,4.06,1
44609,0.53,60.6,57.0,1607,5.27,5.23,3.18,0
7103,0.9,60.8,56.0,4167,6.26,6.24,3.8,1
8024,1.04,60.2,60.0,4332,6.52,6.57,3.94,1
37281,0.3,61.0,57.0,484,4.33,4.36,2.65,0
39485,0.41,62.1,55.0,1079,4.75,4.78,2.96,0
39708,0.58,61.5,55.0,1089,5.36,5.4,3.31,0
35931,0.43,61.1,58.0,919,4.9,4.86,2.98,0
5951,1.01,61.1,62.0,3948,6.38,6.48,3.93,1
20595,1.66,63.0,57.0,8901,7.45,7.5,4.71,2
23724,0.25,62.9,55.0,633,4.04,4.06,2.55,0
38340,0.32,59.9,58.0,1020,4.43,4.42,2.65,0
34304,0.34,61.1,57.0,858,4.55,4.58,2.79,0
13944,1.05,65.5,57.0,5673,6.38,6.34,4.17,1
44632,0.57,61.7,56.0,1608,5.31,5.35,3.29,0
34756,0.41,61.7,60.0,876,4.75,4.71,2.92,0
31976,0.26,59.0,59.0,453,4.19,4.25,2.49,0
29719,0.31,63.8,56.0,707,4.24,4.28,2.72,0
12190,1.05,64.6,57.0,5186,6.39,6.33,4.11,1
35318,0.42,61.6,56.0,896,4.81,4.84,2.97,0
41149,0.52,61.1,55.0,1197,5.22,5.26,3.2,0
29578,0.41,61.5,61.0,705,4.75,4.78,2.93,0
11662,1.02,62.8,55.0,5055,6.46,6.38,4.03,1
49098,0.64,59.3,60.7,2063,5.59,5.66,3.34,0
14280,1.16,60.5,59.0,5781,6.86,6.8,4.13,1
1969,0.58,61.7,55.0,3090,5.36,5.39,3.31,0
21199,1.51,62.6,55.0,9344,7.37,7.26,4.58,2
11856,1.36,60.1,56.0,5103,7.23,7.18,4.38,1
17964,1.0,63.6,59.0,7260,6.32,6.35,4.03,2
51308,0.31,62.6,60.0,544,4.31,4.35,2.71,0
696,0.79,60.0,60.0,2853,6.07,6.03,3.63,0
9696,0.32,61.4,58.0,589,4.38,4.42,2.7,0
35128,0.4,63.0,57.0,888,4.67,4.69,2.95,0
9063,1.28,63.8,55.0,4516,6.84,6.79,4.35,1
8803,1.05,62.6,59.0,4475,6.43,6.47,4.04,1
49438,0.7,60.6,61.0,2109,5.71,5.77,3.48,0
2887,0.93,62.3,56.0,3281,6.26,6.22,3.89,0
27213,1.45,62.0,56.0,17545,7.25,7.32,4.52,4
6392,0.92,61.8,59.0,4037,6.21,6.25,3.85,1
6705,0.3,62.0,57.0,411,4.28,4.3,2.66,0
46537,0.51,61.7,54.0,1781,5.18,5.13,3.18,0
19623,1.53,63.1,57.0,8242,7.34,7.28,4.61,2
42491,0.59,61.9,61.0,1319,5.38,5.33,3.31,0
30085,0.32,61.3,55.0,720,4.43,4.41,2.71,0
17641,1.14,60.2,60.0,7106,6.7,6.85,4.08,1
7259,0.9,61.5,56.0,4198,6.24,6.18,3.82,1
47002,0.53,62.6,56.0,1818,5.16,5.19,3.24,0
20700,0.31,62.9,57.0,625,4.3,4.32,2.71,0
34778,0.41,62.7,55.0,876,4.75,4.72,2.97,0
15308,1.05,61.8,58.0,6146,6.54,6.51,4.03,1
14311,1.24,62.1,56.0,5797,6.84,6.88,4.26,1
2034,0.72,61.6,59.0,3105,5.78,5.72,3.54,0
32212,0.31,60.9,55.0,789,4.4,4.43,2.69,0
27095,2.25,61.5,61.0,17233,8.47,8.41,5.19,4
10261,1.01,63.7,58.0,4751,6.36,6.32,4.04,1
7126,1.14,63.3,55.0,4173,6.6,6.67,4.2,1
51647,0.26,61.2,56.0,545,4.1,4.13,2.52,0
24860,1.51,63.8,59.0,13275,7.28,7.24,4.63,3
418,0.3,62.0,56.0,556,4.28,4.3,2.66,0
17754,1.33,61.1,54.0,7148,7.14,7.15,4.37,1
11322,1.06,62.1,58.0,4987,6.49,6.53,4.04,1
6696,0.31,60.5,57.0,408,4.36,4.4,2.65,0
20416,1.28,62.2,57.0,8774,6.99,6.94,4.33,2
31950,0.28,62.2,61.0,452,4.13,4.16,2.58,0
7338,0.91,61.9,61.0,4211,6.1,6.12,3.78,1
10824,0.84,60.1,58.0,4869,6.12,6.15,3.69,1
18715,0.27,62.6,58.0,620,4.11,4.16,2.59,0
26399,2.39,61.8,58.0,15917,8.57,8.52,5.28,4
23071,2.25,60.7,56.0,11104,8.54,8.5,5.17,3
34906,0.34,62.7,59.0,880,4.47,4.43,2.79,0
25599,2.14,61.9,56.0,14452,8.26,8.22,5.1,4
41297,0.34,61.7,57.0,1211,4.52,4.49,2.78,0
29079,0.43,61.8,60.0,688,4.83,4.85,2.99,0
53682,0.74,63.1,58.0,2713,5.69,5.79,3.62,0
43417,0.52,61.2,55.0,1413,5.17,5.22,3.18,0
11066,0.34,62.9,55.0,596,4.45,4.52,2.82,0
44931,0.51,63.2,60.0,1633,5.04,5.06,3.19,0
49198,0.59,61.7,56.0,2078,5.39,5.41,3.33,0
29686,0.4,61.5,60.0,707,4.77,4.7,2.91,0
4516,1.0,65.2,56.0,3634,6.27,6.21,4.07,1
20483,1.5,58.4,61.0,8820,7.48,7.42,4.35,2
32545,0.27,62.6,56.0,799,4.15,4.13,2.59,0
17613,1.13,61.6,58.0,7092,6.61,6.68,4.09,1
31043,0.33,62.4,55.0,750,4.43,4.45,2.77,0
8052,0.23,61.5,56.0,583,3.95,4.0,2.44,0
27841,0.31,61.2,58.0,651,4.38,4.34,2.67,0
35687,0.3,62.0,59.0,911,4.27,4.22,2.63,0
37815,0.36,61.8,55.0,1002,4.58,4.54,2.82,0
9323,1.18,60.8,58.0,4579,6.84,6.78,4.14,1
49307,0.3,61.8,54.0,540,4.32,4.35,2.68,0
23622,2.01,61.8,62.0,11646,8.05,7.97,4.95,3
10493,1.02,62.6,58.0,4798,6.44,6.4,4.02,1
35345,0.42,63.1,57.0,898,4.78,4.76,3.01,0
5910,0.91,61.4,58.0,3936,6.19,6.23,3.81,1
33650,0.38,61.2,56.0,834,4.68,4.63,2.85,0
20675,1.01,61.1,65.0,8956,6.38,6.42,3.91,2
46775,0.53,61.6,57.0,1803,5.21,5.15,3.19,0
25503,1.51,62.5,58.0,14294,7.33,7.22,4.55,4
48184,0.6,63.8,57.0,1944,5.32,5.27,3.38,0
43797,0.51,60.8,57.0,1442,5.14,5.16,3.13,0
40316,0.4,62.2,55.0,1125,4.76,4.72,2.95,0
19741,1.27,62.5,58.0,8312,6.87,6.92,4.31,2
51377,0.7,62.1,56.0,2367,5.68,5.72,3.54,0
14400,1.01,63.1,59.0,5817,6.31,6.37,4.0,1
38804,0.31,60.5,60.0,1046,4.4,4.33,2.64,0
9335,1.03,63.7,56.0,4580,6.32,6.39,4.05,1
35015,0.4,61.0,59.0,882,4.74,4.71,2.88,0
5055,0.31,63.1,57.0,573,4.34,4.31,2.73,0
17253,1.02,60.5,60.0,6906,6.53,6.49,3.94,1
3074,0.96,63.9,58.0,3312,6.27,6.21,3.99,0
1215,0.77,59.5,60.0,2939,6.01,5.95,3.56,0
43553,0.55,60.8,56.0,1429,5.3,5.36,3.24,0
30560,0.31,61.7,55.0,734,4.35,4.4,2.7,0
14027,1.01,62.0,55.0,5702,6.39,6.45,3.98,1
1796,0.7,62.6,58.0,3053,5.67,5.7,3.56,0
43231,0.4,61.4,59.0,1397,4.74,4.68,2.89,0
42902,0.51,57.4,62.0,1361,5.29,5.24,3.02,0
4099,0.7,62.2,56.0,3535,5.69,5.72,3.55,1
10790,1.07,60.5,62.0,4861,6.6,6.69,4.02,1
12620,1.0,62.2,58.0,5292,6.45,6.37,3.99,1
18699,0.41,59.9,60.0,619,4.78,4.8,2.87,0
30727,0.33,61.1,56.0,739,4.46,4.48,2.73,0
23525,1.2,61.0,56.0,11530,6.86,6.88,4.19,3
16104,1.01,61.7,56.0,6439,6.43,6.46,3.98,1
2304,0.78,64.0,54.0,3163,5.86,5.82,3.74,0
35319,0.33,58.7,55.0,897,4.56,4.6,2.69,0
2260,0.8,60.6,56.0,3153,6.03,6.08,3.67,0
41571,0.42,62.4,55.0,1238,4.79,4.82,3.0,0
14160,1.08,61.9,54.0,5745,6.61,6.64,4.1,1
51982,0.38,63.4,57.0,547,4.58,4.63,2.92,0
845,0.72,60.8,55.0,2869,5.77,5.84,3.53,0
41899,0.54,61.5,55.0,1260,5.23,5.28,3.23,0
1356,0.75,61.7,56.0,2964,5.84,5.86,3.61,0
3275,0.51,62.7,62.0,3360,5.09,4.96,3.15,0
33966,0.32,61.3,55.0,846,4.41,4.43,2.71,0
20725,0.31,61.9,55.0,625,4.37,4.39,2.71,0
25314,1.08,61.5,58.0,13994,6.57,6.64,4.06,3
43830,0.49,61.3,57.0,1444,5.21,5.02,3.14,0
17186,1.06,63.0,56.0,6863,6.47,6.51,4.09,1
4041,1.0,62.1,56.0,3528,6.41,6.34,3.96,0
6114,0.77,61.6,55.0,3980,5.88,5.91,3.63,1
6900,0.9,63.4,59.0,4135,6.08,6.13,3.87,1
43095,0.62,59.6,58.0,1382,5.63,5.56,3.34,0
23735,2.01,63.4,60.0,11780,7.97,7.89,5.03,3
2274,1.22,62.6,59.0,3156,6.79,4.24,3.76,0
33220,0.39,58.8,59.0,821,4.8,4.83,2.83,0
16279,1.2,62.7,55.0,6512,6.76,6.73,4.23,1
4852,0.71,61.3,56.0,3710,5.69,5.75,3.51,1
38159,0.34,62.0,56.0,1014,4.48,4.52,2.79,0
8041,0.39,61.4,57.0,581,4.66,4.72,2.88,0
50992,0.31,62.3,56.0,544,4.37,4.4,2.73,0
35542,0.46,62.2,54.0,906,4.95,4.99,3.09,0
23782,1.69,61.8,53.0,11843,7.68,7.71,4.75,3
37810,0.35,61.9,54.0,1001,4.56,4.58,2.83,0
49493,0.7,63.2,57.0,2117,5.7,5.66,3.59,0
18180,1.0,61.3,58.0,7370,6.41,6.44,3.94,2
7305,0.96,59.3,58.0,4204,6.49,6.43,3.83,1
24460,1.7,62.5,59.0,12723,7.48,7.58,4.71,3
1287,0.7,61.3,60.0,2952,5.68,5.7,3.49,0
18590,1.51,61.3,61.0,7585,7.41,7.34,4.52,2
26210,1.78,60.2,59.0,15601,7.96,7.83,4.75,4
16970,1.08,60.6,58.0,6777,6.65,6.71,4.05,1
6982,1.03,61.7,54.0,4153,6.56,6.5,4.03,1
27165,1.61,62.0,55.0,17414,7.55,7.52,4.67,4
38094,0.42,60.1,61.0,1013,4.88,4.84,2.92,0
37811,0.35,61.3,55.0,1001,4.57,4.6,2.81,0
39775,0.36,59.1,58.0,1094,4.68,4.63,2.75,0
14441,1.37,63.0,57.0,5831,7.11,7.05,4.46,1
46541,0.51,61.3,58.0,1781,5.15,5.13,3.15,0
52549,0.57,61.9,55.0,2534,5.34,5.36,3.31,0
1462,0.7,61.3,61.0,2980,5.63,5.69,3.47,0
13693,1.01,62.9,60.0,5599,6.43,6.35,4.02,1
34955,0.3,60.3,61.0,471,4.31,4.34,2.61,0
36143,0.33,62.1,56.0,928,4.46,4.43,2.76,0
33872,0.3,62.0,56.0,844,4.34,4.3,2.68,0
4588,0.76,62.1,56.0,3655,5.81,5.85,3.63,1
28224,0.33,62.1,55.0,666,4.45,4.47,2.77,0
1040,0.8,62.2,58.0,2906,5.92,5.95,3.69,0
19182,1.01,60.9,54.0,7934,6.5,6.53,3.97,2
50507,0.54,62.3,56.0,2271,5.19,5.21,3.24,0
7981,1.12,62.5,57.0,4325,6.63,6.59,4.13,1
5672,0.9,58.1,64.0,3884,6.26,6.28,3.64,1
6858,0.8,62.2,55.0,4126,5.95,5.98,3.71,1
38813,0.31,62.2,59.0,1046,4.32,4.3,2.68,0
38424,0.51,62.5,56.0,1026,5.12,5.09,3.19,0
21707,0.31,61.6,55.0,627,4.37,4.39,2.7,0
1162,1.02,61.7,56.0,2925,6.49,6.44,3.99,0
48988,0.36,61.7,54.0,538,4.56,4.62,2.83,0
6159,1.0,62.8,54.0,3991,6.35,6.43,4.01,1
45656,0.25,60.1,57.0,526,4.08,4.11,2.46,0
9813,0.91,61.8,54.0,4670,6.32,6.27,3.89,1
27920,0.37,58.4,59.0,657,4.76,4.69,2.76,0
42101,0.51,62.8,57.0,1274,5.09,5.07,3.19,0
18268,1.22,62.3,55.0,7418,6.8,6.84,4.25,2
47994,0.32,62.2,56.0,533,4.37,4.41,2.73,0
13416,1.23,63.8,57.0,5510,6.78,6.72,4.31,1
25361,0.28,60.1,59.0,642,4.24,4.25,2.55,0
41522,0.42,61.2,56.0,1235,4.86,4.85,2.97,0
28313,0.32,62.4,57.0,432,4.35,4.37,2.72,0
43556,0.52,63.0,54.0,1429,5.15,5.11,3.23,0
12743,1.19,62.3,55.0,5318,6.84,6.8,4.25,1
16634,1.02,62.4,59.0,6652,6.4,6.45,4.01,1
42827,0.51,60.9,54.0,1355,5.17,5.21,3.16,0
18565,1.0,61.6,60.0,7572,6.34,6.38,3.92,2
31228,0.32,63.6,56.0,756,4.37,4.34,2.77,0
27459,2.04,62.5,61.0,18115,8.08,8.04,5.04,4
30426,0.32,60.9,58.0,730,4.4,4.43,2.69,0
33986,0.42,60.8,57.0,847,4.82,4.85,2.94,0
45809,0.51,62.3,56.0,1711,5.12,5.08,3.18,0
25701,0.35,60.8,55.0,644,4.56,4.59,2.78,0
24226,2.01,63.7,59.0,12423,7.89,7.84,5.01,3
20161,1.31,62.5,56.0,8617,6.95,7.03,4.37,2
48847,0.81,65.7,57.0,2031,5.8,5.75,3.79,0
18740,1.55,61.3,58.0,7656,7.48,7.44,4.57,2
9304,1.07,62.4,57.0,4573,6.58,6.53,4.09,1
2899,0.92,58.9,59.0,3282,6.38,6.35,3.75,0
20393,0.31,62.2,56.0,625,4.32,4.36,2.7,0
5294,1.01,60.4,57.0,3801,6.53,6.49,3.93,1
1034,0.86,61.2,58.0,2905,6.1,6.16,3.75,0
43308,0.58,62.5,58.0,1402,5.29,5.31,3.31,0
33660,0.38,60.4,60.0,835,4.7,4.74,2.85,0
51697,0.7,60.5,57.0,2400,5.74,5.79,3.49,0
29717,0.31,62.4,56.0,707,4.33,4.36,2.71,0
27438,2.0,61.8,57.0,18062,8.1,8.15,5.02,4
37325,0.36,60.6,56.0,980,4.64,4.66,2.82,0
8119,0.91,63.0,59.0,4352,6.15,6.11,3.86,1
49516,0.73,62.0,56.0,2122,5.75,5.8,3.58,0
7058,0.33,60.7,57.0,579,4.43,4.47,2.7,0
34646,0.31,61.5,56.0,872,4.37,4.34,2.68,0
44697,0.54,61.3,55.0,1613,5.24,5.26,3.22,0
7952,1.01,60.3,64.0,4320,6.52,6.49,3.92,1
20841,1.51,62.6,56.0,9069,7.27,7.32,4.57,2
24316,2.01,62.9,54.0,12565,8.03,8.07,5.06,3
18635,1.01,62.6,54.0,7602,6.46,6.42,4.03,2
31536,0.31,61.7,56.0,766,4.37,4.38,2.7,0
25347,1.76,60.2,58.0,14065,7.84,7.87,4.73,4
42380,0.71,61.8,54.0,1305,5.74,5.7,3.53,0
12711,0.26,61.4,56.0,599,4.12,4.15,2.54,0
28846,0.41,62.4,60.0,683,4.71,4.77,2.96,0
51660,0.71,62.7,59.0,2397,5.7,5.75,3.59,0
35304,0.3,61.0,56.0,473,4.35,4.37,2.66,0
45233,0.6,63.1,54.0,1657,5.41,5.33,3.39,0
52214,0.79,62.4,56.0,2482,5.87,5.92,3.68,0
21512,1.56,57.2,62.0,9609,7.66,7.72,4.4,2
5111,0.72,61.3,56.0,3759,5.74,5.78,3.54,1
24298,1.6,59.9,61.0,12546,7.59,7.56,4.54,3
47919,0.7,68.4,58.0,1915,5.59,5.55,3.61,0
5471,1.01,59.2,58.0,3837,6.5,6.47,0.0,1
1971,0.71,58.1,62.0,3090,5.89,5.84,3.41,0
32071,0.32,61.4,57.0,780,4.46,4.4,2.72,0
2331,0.92,62.3,56.0,3170,6.24,6.29,3.9,0
36,0.23,64.1,59.0,402,3.83,3.85,2.46,0
17982,1.2,60.9,57.0,7274,6.86,6.8,4.16,2
47066,0.52,62.6,56.0,1822,5.11,5.14,3.21,0
18466,1.29,61.8,55.0,7513,6.99,6.95,4.31,2
41038,0.41,62.0,56.0,1187,4.72,4.76,2.94,0
51361,0.72,61.6,55.0,2364,5.79,5.76,3.56,0
7203,1.01,60.3,59.0,4191,6.45,6.42,3.88,1
50607,0.7,60.4,58.0,2285,5.82,5.77,3.5,0
29494,0.32,62.6,53.0,702,4.37,4.38,2.74,0
52245,0.7,62.4,53.6,2487,5.68,5.72,3.55,0
25782,2.01,60.1,59.0,14752,8.21,8.15,4.92,4
38505,0.5,65.5,54.0,1031,5.06,4.92,3.25,0
39321,0.37,61.6,56.0,1071,4.61,4.65,2.85,0
35186,0.31,62.1,54.0,891,4.36,4.37,2.71,0
39157,0.35,61.9,56.0,1063,4.53,4.51,2.8,0
31771,0.32,58.8,62.0,773,4.48,4.43,2.62,0
42640,0.5,61.2,56.0,1332,5.18,5.14,3.16,0
51925,0.9,64.6,61.0,2438,5.92,5.87,3.81,0
50967,0.71,62.3,60.0,2326,5.69,5.73,3.56,0
32589,0.33,61.8,59.0,802,4.45,4.48,2.76,0
43164,0.42,62.1,55.0,1389,4.81,4.79,2.98,0
34376,0.41,62.6,58.0,863,4.75,4.81,2.99,0
16487,1.29,62.9,59.0,6588,7.0,6.84,4.35,1
24492,2.05,60.3,59.0,12766,8.25,8.21,4.96,3
50078,0.51,61.2,56.0,2203,5.19,5.17,3.17,0
7312,1.07,59.7,59.0,4206,6.68,6.63,3.97,1
14682,1.03,62.5,59.0,5924,6.45,6.48,4.04,1
34163,0.33,60.1,61.0,854,4.48,4.44,2.68,0
10918,0.9,62.3,59.0,4890,6.15,6.09,3.81,1
49514,0.5,61.1,55.0,2122,5.14,5.18,3.15,0
49148,0.96,64.5,60.0,2068,6.16,6.11,3.96,0
47711,0.51,60.7,56.0,1884,5.18,5.2,3.15,0
31808,0.43,61.9,56.0,774,4.84,4.85,3.0,0
8160,1.1,58.6,63.0,4361,6.76,6.69,3.94,1
12162,1.11,65.7,61.0,5178,6.42,6.39,4.21,1
13252,1.1,60.7,59.0,5476,6.72,6.7,4.07,1
13992,2.01,55.9,64.0,5696,8.48,8.39,4.71,1
17235,1.21,60.4,58.0,6892,6.91,6.96,4.19,1
11566,1.12,59.6,58.0,5036,6.82,6.77,4.05,1
44953,0.53,60.9,56.0,1636,5.24,5.27,3.2,0
6848,1.0,62.7,58.0,4125,6.31,6.33,3.96,1
33716,0.33,62.1,54.0,838,4.44,4.48,2.77,0
47857,0.74,63.1,58.0,1909,5.76,5.72,3.62,0
18146,1.02,61.9,58.0,7351,6.45,6.5,4.01,2
10122,1.01,60.2,58.0,4719,6.5,6.59,3.94,1
43974,0.3,62.2,56.0,518,4.27,4.31,2.67,0
22501,1.04,62.5,59.0,10539,6.46,6.41,4.02,2
48109,0.5,62.3,56.0,1935,5.09,5.05,3.16,0
49645,0.3,61.3,58.0,540,4.33,4.29,2.64,0
39938,0.23,62.0,58.0,492,3.92,3.95,2.44,0
30315,0.36,62.2,59.0,726,4.53,4.57,2.83,0
3636,0.79,59.7,57.0,3432,5.96,5.99,3.57,0
43305,0.6,60.6,60.0,1402,5.46,5.49,3.32,0
5479,0.9,63.0,62.0,3838,6.09,6.0,3.81,1
12401,1.12,61.2,60.0,5233,6.63,6.67,4.07,1
32473,0.33,61.2,57.0,795,4.4,4.44,2.71,0
38103,0.36,61.3,60.0,1013,4.59,4.55,2.8,0
45419,0.55,61.7,56.0,1668,5.29,5.24,3.25,0
37988,0.5,61.5,54.0,1008,5.13,5.15,3.16,0
23591,1.51,62.2,59.0,11607,7.34,7.3,4.55,3
33165,0.36,61.4,56.0,817,4.58,4.61,2.82,0
24505,1.5,63.6,60.0,12787,7.24,7.2,4.59,3
18351,1.01,62.4,59.0,7466,6.37,6.32,3.96,2
50333,0.61,61.6,54.0,2242,5.45,5.49,3.37,0
41589,0.32,62.3,57.0,389,4.33,4.44,2.73,0
41454,0.52,62.9,56.0,1229,5.15,5.12,3.23,0
8865,0.92,66.8,55.0,4482,6.04,5.99,4.02,1
7409,0.33,60.6,60.0,579,4.41,4.44,2.68,0
24356,1.63,61.3,56.0,12620,7.6,7.57,4.65,3
40938,0.23,59.6,61.0,499,3.99,4.03,2.39,0
15751,1.32,61.2,58.0,6300,7.12,7.06,4.34,1
22362,0.31,61.3,60.0,628,4.36,4.32,2.66,0
34167,0.33,62.1,54.0,854,4.47,4.42,2.76,0
33480,0.32,60.6,59.0,828,4.44,4.4,2.68,0
47274,0.58,61.0,62.0,1844,5.36,5.33,3.26,0
53320,0.8,61.5,56.0,2652,5.93,5.98,3.66,0
23378,0.33,62.3,59.0,631,4.44,4.39,2.75,0
33078,0.42,58.5,60.0,814,4.94,4.91,2.88,0
36943,0.35,61.5,56.0,478,4.56,4.58,2.81,0
28426,0.3,61.2,57.0,670,4.29,4.34,2.64,0
40161,0.32,61.1,56.0,1116,4.46,4.45,2.72,0
4907,0.95,59.5,56.0,3724,6.41,6.36,3.8,1
7570,0.91,59.3,58.0,4253,6.33,6.38,3.77,1
8952,1.0,63.9,56.0,4499,6.18,6.37,4.01,1
53002,0.7,60.4,60.0,2596,5.79,5.74,3.48,0
46243,0.53,61.5,55.0,1753,5.27,5.2,3.22,0
19173,1.14,58.7,60.0,7928,6.82,6.88,4.02,2
42474,0.5,63.0,56.0,1317,5.13,5.06,3.21,0
5711,0.25,60.4,59.0,575,4.09,4.12,2.48,0
37847,0.33,61.2,58.0,1002,4.44,4.41,2.71,0
17148,1.1,61.5,56.0,6844,6.61,6.65,4.08,1
23771,1.51,63.1,59.0,11826,7.26,7.28,4.59,3
50050,0.7,62.6,56.0,2200,5.69,5.66,3.55,0
9046,0.33,60.9,54.0,588,4.47,4.52,2.73,0
260,0.71,61.8,59.0,2790,5.73,5.69,3.53,0
28132,0.29,62.3,59.0,664,4.21,4.26,2.64,0
17553,1.13,61.4,56.0,7066,6.69,6.74,4.12,1
32333,0.36,60.3,62.0,789,4.56,4.59,2.76,0
9158,1.02,63.3,58.0,4540,6.31,6.4,4.02,1
25150,1.5,60.8,61.0,13720,7.36,7.29,4.45,3
19541,1.55,62.5,61.0,8174,7.31,7.34,4.58,2
38104,0.36,62.1,59.0,1013,4.59,4.55,2.84,0
9945,1.01,62.0,56.0,4694,6.46,6.42,3.99,1
51378,0.7,63.7,58.0,2367,5.6,5.64,3.58,0
42455,0.55,60.7,57.0,1316,5.27,5.3,3.21,0
43518,0.61,61.3,55.0,1424,5.47,5.55,3.38,0
34884,0.38,62.0,57.0,879,4.64,4.66,2.89,0
23934,2.09,60.5,61.0,12063,8.32,8.25,5.01,3
49091,0.7,62.2,59.0,2062,5.62,5.64,3.5,0
31291,0.32,61.0,56.0,758,4.42,4.46,2.71,0
52997,0.73,61.0,56.0,2596,5.82,5.86,3.56,0
974,0.82,59.9,62.0,2893,6.02,6.04,3.61,0
47713,0.54,60.5,59.0,1885,5.24,5.28,3.18,0
36317,0.32,61.7,57.0,936,4.44,4.41,2.73,0
30566,0.31,62.1,54.0,734,4.34,4.36,2.7,0
37802,0.43,60.0,61.0,1000,4.91,4.93,2.95,0
13439,1.46,62.4,59.0,5519,7.21,7.16,4.49,1
767,0.73,61.5,56.0,2858,5.84,5.8,3.58,0
2101,0.7,60.3,60.0,3115,5.69,5.75,3.45,0
33270,0.32,60.9,60.0,461,4.4,4.43,2.69,0
33791,0.32,61.1,58.0,842,4.42,4.45,2.71,0
14274,1.29,62.0,57.0,5779,6.98,6.92,4.31,1
16839,1.5,64.8,58.0,6717,7.05,7.15,4.6,1
26778,2.01,59.2,62.0,16626,8.14,8.17,4.83,4
28249,0.33,61.9,56.0,666,4.44,4.48,2.76,0
39912,0.4,62.9,55.0,1104,4.76,4.71,2.98,0
44299,0.6,63.0,60.0,1577,5.44,5.39,3.41,0
33177,0.41,62.8,58.0,818,4.73,4.69,2.96,0
32702,0.31,60.8,57.0,802,4.39,4.36,2.66,0
23775,1.51,61.9,57.0,11834,7.35,7.42,4.57,3
7780,0.9,61.5,56.0,4284,6.25,6.2,3.83,1
44899,0.5,63.0,57.0,1629,5.04,4.99,3.16,0
19152,1.5,56.7,63.0,7912,7.52,7.57,4.28,2
27027,2.42,61.3,59.0,17168,8.61,8.58,5.27,4
17000,1.01,60.9,57.0,6787,6.48,6.45,3.94,1
44766,0.55,60.1,57.0,1621,5.36,5.38,3.22,0
12278,1.2,62.3,58.0,5211,6.66,6.72,4.17,1
6320,1.11,61.2,61.0,4028,6.69,6.65,4.08,1
28265,0.26,61.9,56.0,358,4.08,4.16,2.55,0
1183,0.9,65.0,58.0,2930,6.08,6.04,3.94,0
43677,0.5,62.3,58.0,1436,5.02,5.06,3.14,0
46254,0.54,61.6,56.0,1754,5.23,5.26,3.23,0
47940,0.38,60.3,56.0,1915,4.74,4.72,2.85,0
32640,0.31,62.2,55.0,802,4.36,4.35,2.71,0
2902,0.72,62.6,57.0,3283,5.69,5.72,3.57,0
9427,0.91,60.9,54.0,4590,6.27,6.38,3.85,1
24021,1.5,61.2,61.0,12196,7.29,7.34,4.48,3
6711,0.27,60.6,59.0,413,4.19,4.22,2.55,0
